case,description,dimension,ambient_dim,a,rho,theta_input,band_kappa,alpha_orig_hat,alpha_eff_hat,q_eff_hat,count_orig_slope_hat,count_eff_slope_hat,diag_profile_slope,theta_sorted_diag_hat,diag_condition,commutator_ratio,pred_q_eff_simple
aligned,eigenbasis coordinates,512,512,1.25,1e-12,nan,nan,1.2499999999999987,0.625000000439069,0.4999999996487443,0.7149827298583833,0.22892936938865532,-1.2499999999999987,1.0,2435.4961715255727,0.0,0.5
flat,scalar/flat diagonal profile,512,512,1.25,1e-12,nan,nan,1.2499999999999987,1.2499999999999991,-4.440892098500626e-16,0.7149827298583833,0.3311122668737972,-1.4135867061773956e-16,1.1308693649419176e-16,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,512,512,1.25,1e-12,0.0,nan,1.2499999999999987,1.2499999999999993,-4.440892098500626e-16,0.7149827298583833,0.7149827298583833,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.25,512,512,1.25,1e-12,0.25,nan,1.2499999999999987,1.0937500000007814,0.12499999999937395,0.7149827298583833,0.663073002936002,-0.31249999999999967,0.25,7.025008641493199,0.0,0.125
diagonal_profile,synthetic visible profile theta=0.5,512,512,1.25,1e-12,0.5,nan,1.2499999999999987,0.9375000000079872,0.24999999999360945,0.7149827298583833,0.5578022648137285,-0.6249999999999993,0.5,49.350746413054104,0.0,0.25
diagonal_profile,synthetic visible profile theta=0.75,512,512,1.25,1e-12,0.75,nan,1.2499999999999987,0.7812500000622855,0.37499999995017097,0.7149827298583833,0.4078231577125874,-0.9374999999999994,0.7500000000000003,346.6894200158445,0.0,0.375
diagonal_profile,synthetic visible profile theta=1,512,512,1.25,1e-12,1.0,nan,1.2499999999999987,0.625000000439069,0.4999999996487443,0.7149827298583833,0.22892936938865532,-1.2499999999999987,1.0,2435.4961715255727,0.0,0.5
band,"block rotations, kappa=2",512,512,1.25,1e-12,nan,2.0,1.2499999999999987,0.6517439592485234,0.4786048326011808,0.7149827298583833,0.22726755648706987,-1.2123991768186115,0.9699193414548902,2133.071185746215,0.00877761981996511,0.5
haar,full Haar orthogonal rotation,512,512,1.25,1e-12,nan,nan,1.2499999999999996,1.264287783384131,-0.011430226707305202,0.7149827298583833,0.32222775603468007,-0.3816720541977032,0.3053376433581627,8.664205181314907,0.18838291081115532,0.0
gaussian_sketch,"Gaussian sketch m=512, ambient=4096",512,4096,1.25,1e-12,nan,nan,1.1916873619012922,1.208935941331261,-0.014474081022768814,0.8985594458364312,0.47183941191799483,-0.35620007521729713,0.2989039630738328,10.571769769071452,0.18904871301256004,0.0
aligned,eigenbasis coordinates,512,512,1.25,1e-08,nan,nan,1.2499999999999987,0.6250043906574929,0.49999648747400516,0.7149827298583833,0.22892936938865532,-1.2499999999999987,1.0,2435.4961715255727,0.0,0.5
flat,scalar/flat diagonal profile,512,512,1.25,1e-08,nan,nan,1.2499999999999987,1.2499999999999991,-4.440892098500626e-16,0.7149827298583833,0.3311122668737972,-1.4135867061773956e-16,1.1308693649419176e-16,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,512,512,1.25,1e-08,0.0,nan,1.2499999999999987,1.2499999999999987,0.0,0.7149827298583833,0.7149827298583833,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.25,512,512,1.25,1e-08,0.25,nan,1.2499999999999987,1.0937500078237001,0.12499999374103898,0.7149827298583833,0.663073002936002,-0.31249999999999967,0.25,7.025008641493199,0.0,0.125
diagonal_profile,synthetic visible profile theta=0.5,512,512,1.25,1e-08,0.5,nan,1.2499999999999987,0.9375000798773274,0.2499999360981373,0.7149827298583833,0.5578022648137285,-0.6249999999999993,0.5,49.350746413054104,0.0,0.25
diagonal_profile,synthetic visible profile theta=0.75,512,512,1.25,1e-08,0.75,nan,1.2499999999999987,0.7812506228571237,0.3749995017143004,0.7149827298583833,0.4078231577125874,-0.9374999999999994,0.7500000000000003,346.6894200158445,0.0,0.375
diagonal_profile,synthetic visible profile theta=1,512,512,1.25,1e-08,1.0,nan,1.2499999999999987,0.6250043906574929,0.49999648747400516,0.7149827298583833,0.22892936938865532,-1.2499999999999987,1.0,2435.4961715255727,0.0,0.5
band,"block rotations, kappa=2",512,512,1.25,1e-08,nan,2.0,1.2499999999999987,0.6518671243635303,0.4785063005091752,0.7149827298583833,0.2270905291726253,-1.2116126432386305,0.9692901145909054,2104.488047435799,0.011332650996173924,0.5
haar,full Haar orthogonal rotation,512,512,1.25,1e-08,nan,nan,1.2499999999999984,1.2633843590178415,-0.010707487214274503,0.7149827298583833,0.3223842212736375,-0.41022575053426724,0.3281806004274142,9.24750962431346,0.1943931573144895,0.0
gaussian_sketch,"Gaussian sketch m=512, ambient=4096",512,4096,1.25,1e-08,nan,nan,1.195039287663077,1.2122015409126246,-0.014361246050001109,0.9070260713755031,0.47097711069010995,-0.3591641730860035,0.30054591241795586,5.667159388962368,0.17602292391016222,0.0
aligned,eigenbasis coordinates,512,512,1.5,1e-12,nan,nan,1.4999999999999987,0.7500000020191082,0.4999999986539274,0.679926167267401,0.3735782117933766,-1.4999999999999987,1.0,11585.237502960394,0.0,0.5
flat,scalar/flat diagonal profile,512,512,1.5,1e-12,nan,nan,1.4999999999999987,1.4999999999999993,-4.440892098500626e-16,0.679926167267401,0.4658718728494872,-5.654346824709582e-16,3.7695645498063915e-16,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,512,512,1.5,1e-12,0.0,nan,1.4999999999999987,1.4999999999999996,-6.661338147750939e-16,0.679926167267401,0.6798569691329719,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.25,512,512,1.5,1e-12,0.25,nan,1.4999999999999987,1.3125000000012979,0.12499999999913403,0.679926167267401,0.7240832817359931,-0.3749999999999998,0.25000000000000006,10.374716437208077,0.0,0.125
diagonal_profile,synthetic visible profile theta=0.5,512,512,1.5,1e-12,0.5,nan,1.4999999999999987,1.1250000000184934,0.24999999998767042,0.679926167267401,0.6781571396918232,-0.7499999999999993,0.5,107.63474115247547,0.0,0.25
diagonal_profile,synthetic visible profile theta=0.75,512,512,1.5,1e-12,0.75,nan,1.4999999999999987,0.9375000002026049,0.3749999998649295,0.679926167267401,0.5578022648137285,-1.124999999999999,0.7499999999999999,1116.6799182492236,0.0,0.375
diagonal_profile,synthetic visible profile theta=1,512,512,1.5,1e-12,1.0,nan,1.4999999999999987,0.7500000020191082,0.4999999986539274,0.679926167267401,0.3735782117933766,-1.4999999999999987,1.0,11585.237502960394,0.0,0.5
band,"block rotations, kappa=2",512,512,1.5,1e-12,nan,2.0,1.4999999999999991,0.7519518382041008,0.4986987745305992,0.679926167267401,0.3704795074025999,-1.5205285601070417,1.0136857067380285,8651.749642300902,0.02267464811787864,0.5
haar,full Haar orthogonal rotation,512,512,1.5,1e-12,nan,nan,1.4999999999999964,1.5291986875774166,-0.019465791718280112,0.6798569691329719,0.4507085454624562,-0.5681687791414908,0.3787791860943281,25.76456158710846,0.2464618895416604,0.0
gaussian_sketch,"Gaussian sketch m=512, ambient=4096",512,4096,1.5,1e-12,nan,nan,1.4906904637443565,1.520457935399549,-0.019968915330968118,0.7347913772715631,0.5715760253094763,-0.554505299318599,0.37197883316820696,19.0692955531573,0.26912443281802595,0.0
aligned,eigenbasis coordinates,512,512,1.5,1e-08,nan,nan,1.4999999999999987,0.7500201903272958,0.4999865397818023,0.679926167267401,0.3735782117933766,-1.4999999999999987,1.0,11585.237502960394,0.0,0.5
flat,scalar/flat diagonal profile,512,512,1.5,1e-08,nan,nan,1.4999999999999987,1.4999999999999987,0.0,0.679926167267401,0.4658718728494872,-5.654346824709582e-16,3.7695645498063915e-16,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,512,512,1.5,1e-08,0.0,nan,1.4999999999999987,1.4999999999999996,-6.661338147750939e-16,0.679926167267401,0.6798569691329719,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.25,512,512,1.5,1e-08,0.25,nan,1.4999999999999987,1.31250001298773,0.12499999134151252,0.679926167267401,0.7240832817359931,-0.3749999999999998,0.25000000000000006,10.374716437208077,0.0,0.125
diagonal_profile,synthetic visible profile theta=0.5,512,512,1.5,1e-08,0.5,nan,1.4999999999999987,1.1250001849428533,0.24999987670476387,0.679926167267401,0.6781571396918232,-0.7499999999999993,0.5,107.63474115247547,0.0,0.25
diagonal_profile,synthetic visible profile theta=0.75,512,512,1.5,1e-08,0.75,nan,1.4999999999999987,0.9375020260475633,0.37499864930162397,0.679926167267401,0.5578022648137285,-1.124999999999999,0.7499999999999999,1116.6799182492236,0.0,0.375
diagonal_profile,synthetic visible profile theta=1,512,512,1.5,1e-08,1.0,nan,1.4999999999999987,0.7500201903272958,0.4999865397818023,0.679926167267401,0.3735782117933766,-1.4999999999999987,1.0,11585.237502960394,0.0,0.5
band,"block rotations, kappa=2",512,512,1.5,1e-08,nan,2.0,1.4999999999999987,0.7520741776341694,0.49861721491055333,0.6798569691329719,0.3707776849297733,-1.5192769847953391,1.0128513231968936,8838.958713978996,0.01603885185778914,0.5
haar,full Haar orthogonal rotation,512,512,1.5,1e-08,nan,nan,1.4999999999999964,1.5281398407549847,-0.01875989383665888,0.679926167267401,0.4504456560248719,-0.5660510370115701,0.3773673580077143,14.141653164808913,0.2375317792912936,0.0
gaussian_sketch,"Gaussian sketch m=512, ambient=4096",512,4096,1.5,1e-08,nan,nan,1.497858528678246,1.5305717472856935,-0.021839992216297288,0.7281722197206307,0.5729845349856149,-0.5718641618030166,0.38178783299891894,15.552715956138528,0.2490009080584501,0.0
aligned,eigenbasis coordinates,512,512,2.0,1e-12,nan,nan,1.999999999999999,1.000000040617053,0.49999997969147314,0.5184511114892831,0.6071077565422642,-1.999999999999999,1.0,262144.0,0.0,0.5
flat,scalar/flat diagonal profile,512,512,2.0,1e-12,nan,nan,1.999999999999999,1.9999999999999993,-2.220446049250313e-16,0.5184511114892831,0.5052260607994787,-1.1308693649419165e-15,5.654346824709585e-16,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,512,512,2.0,1e-12,0.0,nan,1.999999999999999,1.9999999999999982,3.3306690738754696e-16,0.5184511114892831,0.5189689407168359,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.25,512,512,2.0,1e-12,0.25,nan,1.999999999999999,1.7500000000033205,0.12499999999833933,0.5184511114892831,0.5859460825281696,-0.4999999999999997,0.25,22.62741699796952,0.0,0.125
diagonal_profile,synthetic visible profile theta=0.5,512,512,2.0,1e-12,0.5,nan,1.999999999999999,1.5000000000925735,0.2499999999537128,0.5184511114892831,0.6798569691329719,-0.9999999999999994,0.5,512.0,0.0,0.25
diagonal_profile,synthetic visible profile theta=0.75,512,512,2.0,1e-12,0.75,nan,1.999999999999999,1.250000002019108,0.37499999899044567,0.5184511114892831,0.7149827298583833,-1.4999999999999987,0.7499999999999998,11585.237502960394,0.0,0.375
diagonal_profile,synthetic visible profile theta=1,512,512,2.0,1e-12,1.0,nan,1.999999999999999,1.000000040617053,0.49999997969147314,0.5184511114892831,0.6071077565422642,-1.999999999999999,1.0,262144.0,0.0,0.5
band,"block rotations, kappa=2",512,512,2.0,1e-12,nan,2.0,1.999999999999999,1.0124792318001816,0.49376038409990886,0.5189689407168359,0.606335664326995,-1.9622808744149076,0.9811404372074544,221730.13522829622,0.008226483357852454,0.5
haar,full Haar orthogonal rotation,512,512,2.0,1e-12,nan,nan,1.9999999999999498,2.0540819068535856,-0.02704095342681856,0.5182435170859959,0.49776224291502863,-0.8296623647300378,0.41483118236502936,55.44262224487841,0.3502672812909523,0.0
gaussian_sketch,"Gaussian sketch m=512, ambient=4096",512,4096,2.0,1e-12,nan,nan,2.13117401026885,2.1965780586433548,-0.03068921076334541,0.5529473532819263,0.5000308235282999,-0.8781324481981784,0.4120416465136045,50.62529144311881,0.34078767304778357,0.0
aligned,eigenbasis coordinates,512,512,2.0,1e-08,nan,nan,1.999999999999999,1.000405895041236,0.49979705247938166,0.5184511114892831,0.6071023686724811,-1.999999999999999,1.0,262144.0,0.0,0.5
flat,scalar/flat diagonal profile,512,512,2.0,1e-08,nan,nan,1.999999999999999,1.999999999999999,0.0,0.5184511114892831,0.5052260607994787,-1.1308693649419165e-15,5.654346824709585e-16,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0,512,512,2.0,1e-08,0.0,nan,1.999999999999999,1.999999999999999,0.0,0.5184511114892831,0.5189689407168359,0.0,-0.0,1.0,0.0,0.0
diagonal_profile,synthetic visible profile theta=0.25,512,512,2.0,1e-08,0.25,nan,1.999999999999999,1.7500000332157626,0.12499998339211826,0.5184511114892831,0.5859460825281696,-0.4999999999999997,0.25,22.62741699796952,0.0,0.125
diagonal_profile,synthetic visible profile theta=0.5,512,512,2.0,1e-08,0.5,nan,1.999999999999999,1.5000009257425144,0.24999953712874234,0.5184511114892831,0.6798569691329719,-0.9999999999999994,0.5,512.0,0.0,0.25
diagonal_profile,synthetic visible profile theta=0.75,512,512,2.0,1e-08,0.75,nan,1.999999999999999,1.2500201903272954,0.374989904836352,0.5184511114892831,0.7149559440567775,-1.4999999999999987,0.7499999999999998,11585.237502960394,0.0,0.375
diagonal_profile,synthetic visible profile theta=1,512,512,2.0,1e-08,1.0,nan,1.999999999999999,1.000405895041236,0.49979705247938166,0.5184511114892831,0.6071023686724811,-1.999999999999999,1.0,262144.0,0.0,0.5
band,"block rotations, kappa=2",512,512,2.0,1e-08,nan,2.0,1.999999999999999,1.0123903124681655,0.49380484376591693,0.5189689407168359,0.6076430218259427,-1.9623055444413169,0.981152772220659,225074.39605359206,0.007506580140670408,0.5
haar,full Haar orthogonal rotation,512,512,2.0,1e-08,nan,nan,2.0000000000000013,2.0523940926348896,-0.026197046317444128,0.5191765351201232,0.4985661293088404,-0.8111907866788175,0.40559539333940847,94.31999534272408,0.34117415689569114,0.0
gaussian_sketch,"Gaussian sketch m=512, ambient=4096",512,4096,2.0,1e-08,nan,nan,2.1341701730475324,2.196515914665468,-0.029213106998355,0.5549406825603349,0.499534173393289,-0.823416342758187,0.3858250636041701,47.64681197082533,0.33798125952170943,0.0
